"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 24 08:59:59 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","189","","CRUD notebook feature [ERROR cases]","","Get notebooks with invalid query params","","Get notebooks with invalid query params","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Nov 24 09:00:00 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","84","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Fri Nov 24 09:00:00 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","221","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Fri Nov 24 09:00:00 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","80","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Fri Nov 24 09:00:00 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","184","","Notebook database feature","","Create notebook, update it and check is updated inside the database also","","Create notebook, update it and check is updated inside the database also","  Create, read, update and delete notebooks and check database"
"passed","Fri Nov 24 08:59:59 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","453","","CRUD notebook feature [ERROR cases]","","Create notebook and update it with invalid data","","Create notebook and update it with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Nov 24 09:00:00 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","98","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid id","","Get notebook with invalid id","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Nov 24 08:59:58 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","1531","","Notebook database feature","","Create notebook, delete it and check is removed from database also","","Create notebook, delete it and check is removed from database also","  Create, read, update and delete notebooks and check database"
"passed","Fri Nov 24 08:59:58 GMT 2023","Fri Nov 24 08:59:59 GMT 2023","949","","CRUD notebook feature [ERROR cases]","","Delete notebook with invalid data","","Delete notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Nov 24 08:59:58 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","1504","","CRUD notebook feature","","Create notebook and check is present inside the list","","Create notebook and check is present inside the list","  Create, read, update and delete notebooks"
"passed","Fri Nov 24 08:59:58 GMT 2023","Fri Nov 24 08:59:59 GMT 2023","623","","CRUD notebook feature [ERROR cases]","","Create notebook with invalid data","","Create notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Nov 24 08:59:59 GMT 2023","Fri Nov 24 08:59:59 GMT 2023","220","","CRUD notebook feature [ERROR cases]","","Create notebooks with same name","","Create notebooks with same name","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Nov 24 08:59:58 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","1771","","CRUD notebook feature","","Create notebook and delete it","","Create notebook and delete it","  Create, read, update and delete notebooks"
"passed","Fri Nov 24 08:59:58 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","1488","","Notebook database feature","","Create notebook and check is present inside the database","","Create notebook and check is present inside the database","  Create, read, update and delete notebooks and check database"
"passed","Fri Nov 24 08:59:58 GMT 2023","Fri Nov 24 08:59:59 GMT 2023","987","","CRUD notebook feature","","Create notebook and get it","","Create notebook and get it","  Create, read, update and delete notebooks"
"passed","Fri Nov 24 08:59:59 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","685","","CRUD notebook feature","","Create notebook and update it","","Create notebook and update it","  Create, read, update and delete notebooks"
"passed","Fri Nov 24 08:59:59 GMT 2023","Fri Nov 24 08:59:59 GMT 2023","131","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid data","","Get notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Fri Nov 24 09:00:00 GMT 2023","Fri Nov 24 09:00:00 GMT 2023","257","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
