"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","133","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","315","","CRUD notebook feature [ERROR cases]","","Create notebooks with same name","","Create notebooks with same name","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","243","","CRUD notebook feature","","Create notebook and update it","","Create notebook and update it","  Create, read, update and delete notebooks"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","93","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid id","","Get notebook with invalid id","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","1506","","Notebook database feature","","Create notebook, delete it and check is removed from database also","","Create notebook, delete it and check is removed from database also","  Create, read, update and delete notebooks and check database"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","121","","CRUD notebook feature","","Create notebook and get it","","Create notebook and get it","  Create, read, update and delete notebooks"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:06 GMT 2024","923","","CRUD notebook feature [ERROR cases]","","Delete notebook with invalid data","","Delete notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","1583","","CRUD notebook feature","","Create notebook and check is present inside the list","","Create notebook and check is present inside the list","  Create, read, update and delete notebooks"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","105","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","231","","CRUD notebook feature [ERROR cases]","","Get notebooks with invalid query params","","Get notebooks with invalid query params","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","1786","","CRUD notebook feature","","Create notebook and delete it","","Create notebook and delete it","  Create, read, update and delete notebooks"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:06 GMT 2024","657","","CRUD notebook feature [ERROR cases]","","Create notebook with invalid data","","Create notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","509","","CRUD notebook feature [ERROR cases]","","Create notebook and update it with invalid data","","Create notebook and update it with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","1481","","Notebook database feature","","Create notebook and check is present inside the database","","Create notebook and check is present inside the database","  Create, read, update and delete notebooks and check database"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","133","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","139","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Mon Mar 18 19:01:06 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","1482","","Notebook database feature","","Create notebook, update it and check is updated inside the database also","","Create notebook, update it and check is updated inside the database also","  Create, read, update and delete notebooks and check database"
"passed","Mon Mar 18 19:01:07 GMT 2024","Mon Mar 18 19:01:07 GMT 2024","106","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid data","","Get notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
