"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 27 11:10:30 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","215","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Mon Nov 27 11:10:30 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","103","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Mon Nov 27 11:10:28 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","1721","","CRUD notebook feature","","Create notebook and update it","","Create notebook and update it","  Create, read, update and delete notebooks"
"passed","Mon Nov 27 11:10:29 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","418","","CRUD notebook feature [ERROR cases]","","Create notebook and update it with invalid data","","Create notebook and update it with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Nov 27 11:10:28 GMT 2023","Mon Nov 27 11:10:29 GMT 2023","943","","CRUD notebook feature","","Create notebook and get it","","Create notebook and get it","  Create, read, update and delete notebooks"
"passed","Mon Nov 27 11:10:29 GMT 2023","Mon Nov 27 11:10:29 GMT 2023","286","","CRUD notebook feature [ERROR cases]","","Create notebooks with same name","","Create notebooks with same name","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Nov 27 11:10:30 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","180","","Notebook database feature","","Create notebook and check is present inside the database","","Create notebook and check is present inside the database","  Create, read, update and delete notebooks and check database"
"passed","Mon Nov 27 11:10:28 GMT 2023","Mon Nov 27 11:10:29 GMT 2023","608","","CRUD notebook feature [ERROR cases]","","Create notebook with invalid data","","Create notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Nov 27 11:10:28 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","1575","","CRUD notebook feature","","Create notebook and check is present inside the list","","Create notebook and check is present inside the list","  Create, read, update and delete notebooks"
"passed","Mon Nov 27 11:10:30 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","128","","Notebook database feature","","Create notebook, update it and check is updated inside the database also","","Create notebook, update it and check is updated inside the database also","  Create, read, update and delete notebooks and check database"
"passed","Mon Nov 27 11:10:28 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","1845","","CRUD notebook feature","","Create notebook and delete it","","Create notebook and delete it","  Create, read, update and delete notebooks"
"passed","Mon Nov 27 11:10:30 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","99","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid id","","Get notebook with invalid id","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Nov 27 11:10:28 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","1771","","Notebook database feature","","Create notebook, delete it and check is removed from database also","","Create notebook, delete it and check is removed from database also","  Create, read, update and delete notebooks and check database"
"passed","Mon Nov 27 11:10:29 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","495","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Mon Nov 27 11:10:29 GMT 2023","Mon Nov 27 11:10:29 GMT 2023","139","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid data","","Get notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Nov 27 11:10:30 GMT 2023","Mon Nov 27 11:10:30 GMT 2023","110","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Mon Nov 27 11:10:29 GMT 2023","Mon Nov 27 11:10:29 GMT 2023","205","","CRUD notebook feature [ERROR cases]","","Get notebooks with invalid query params","","Get notebooks with invalid query params","  Create, read, update and delete notebooks with invalid data"
"passed","Mon Nov 27 11:10:28 GMT 2023","Mon Nov 27 11:10:29 GMT 2023","921","","CRUD notebook feature [ERROR cases]","","Delete notebook with invalid data","","Delete notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
