"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Jun 06 14:10:47 GMT 2023","Tue Jun 06 14:10:49 GMT 2023","2077","","CRUD notebook feature","","Create notebook and delete it","","Create notebook and delete it","  Create, read, update and delete notebooks"
"passed","Tue Jun 06 14:10:49 GMT 2023","Tue Jun 06 14:10:49 GMT 2023","159","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid data","","Get notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Jun 06 14:10:47 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","2449","","CRUD notebook feature","","Create notebook and check is present inside the list","","Create notebook and check is present inside the list","  Create, read, update and delete notebooks"
"passed","Tue Jun 06 14:10:49 GMT 2023","Tue Jun 06 14:10:49 GMT 2023","250","","CRUD notebook feature [ERROR cases]","","Create notebooks with same name","","Create notebooks with same name","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Jun 06 14:10:47 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","2336","","Notebook database feature","","Create notebook, delete it and check is removed from database also","","Create notebook, delete it and check is removed from database also","  Create, read, update and delete notebooks and check database"
"passed","Tue Jun 06 14:10:50 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","117","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid id","","Get notebook with invalid id","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Jun 06 14:10:50 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","161","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Tue Jun 06 14:10:49 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","357","","CRUD notebook feature [ERROR cases]","","Get notebooks with invalid query params","","Get notebooks with invalid query params","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Jun 06 14:10:49 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","212","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Tue Jun 06 14:10:49 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","912","","CRUD notebook feature [ERROR cases]","","Create notebook and update it with invalid data","","Create notebook and update it with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Jun 06 14:10:50 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","121","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Tue Jun 06 14:10:47 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","2259","","Notebook database feature","","Create notebook, update it and check is updated inside the database also","","Create notebook, update it and check is updated inside the database also","  Create, read, update and delete notebooks and check database"
"passed","Tue Jun 06 14:10:47 GMT 2023","Tue Jun 06 14:10:49 GMT 2023","1508","","CRUD notebook feature [ERROR cases]","","Delete notebook with invalid data","","Delete notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Jun 06 14:10:49 GMT 2023","Tue Jun 06 14:10:49 GMT 2023","526","","CRUD notebook feature","","Create notebook and update it","","Create notebook and update it","  Create, read, update and delete notebooks"
"passed","Tue Jun 06 14:10:47 GMT 2023","Tue Jun 06 14:10:49 GMT 2023","1655","","CRUD notebook feature","","Create notebook and get it","","Create notebook and get it","  Create, read, update and delete notebooks"
"passed","Tue Jun 06 14:10:47 GMT 2023","Tue Jun 06 14:10:48 GMT 2023","1146","","CRUD notebook feature [ERROR cases]","","Create notebook with invalid data","","Create notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Jun 06 14:10:50 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","133","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Tue Jun 06 14:10:47 GMT 2023","Tue Jun 06 14:10:50 GMT 2023","2275","","Notebook database feature","","Create notebook and check is present inside the database","","Create notebook and check is present inside the database","  Create, read, update and delete notebooks and check database"
