"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 07 12:52:50 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","135","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Tue Nov 07 12:52:48 GMT 2023","Tue Nov 07 12:52:49 GMT 2023","461","","CRUD notebook feature [ERROR cases]","","Get notebooks with invalid query params","","Get notebooks with invalid query params","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Nov 07 12:52:47 GMT 2023","Tue Nov 07 12:52:49 GMT 2023","1378","","CRUD notebook feature [ERROR cases]","","Delete notebook with invalid data","","Delete notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Nov 07 12:52:47 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","2679","","Notebook database feature","","Create notebook, update it and check is updated inside the database also","","Create notebook, update it and check is updated inside the database also","  Create, read, update and delete notebooks and check database"
"passed","Tue Nov 07 12:52:47 GMT 2023","Tue Nov 07 12:52:49 GMT 2023","1507","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid data","","Get notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Nov 07 12:52:49 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","1132","","CRUD notebook feature [ERROR cases]","","Create notebook and update it with invalid data","","Create notebook and update it with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Nov 07 12:52:50 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","137","","CRUD notebook feature","","Update existing notebook with id 1","","Update existing notebook with id 1","  Create, read, update and delete notebooks"
"passed","Tue Nov 07 12:52:47 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","2381","","CRUD notebook feature","","Create notebook and delete it","","Create notebook and delete it","  Create, read, update and delete notebooks"
"passed","Tue Nov 07 12:52:49 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","156","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Tue Nov 07 12:52:49 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","568","","CRUD notebook feature","","Create notebook and update it","","Create notebook and update it","  Create, read, update and delete notebooks"
"passed","Tue Nov 07 12:52:47 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","2729","","Notebook database feature","","Create notebook, delete it and check is removed from database also","","Create notebook, delete it and check is removed from database also","  Create, read, update and delete notebooks and check database"
"passed","Tue Nov 07 12:52:49 GMT 2023","Tue Nov 07 12:52:49 GMT 2023","284","","CRUD notebook feature","","Create notebook and get it","","Create notebook and get it","  Create, read, update and delete notebooks"
"passed","Tue Nov 07 12:52:49 GMT 2023","Tue Nov 07 12:52:49 GMT 2023","271","","CRUD notebook feature [ERROR cases]","","Get notebook with invalid id","","Get notebook with invalid id","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Nov 07 12:52:49 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","1122","","CRUD notebook feature","","Create notebook and check is present inside the list","","Create notebook and check is present inside the list","  Create, read, update and delete notebooks"
"passed","Tue Nov 07 12:52:47 GMT 2023","Tue Nov 07 12:52:48 GMT 2023","915","","CRUD notebook feature [ERROR cases]","","Create notebook with invalid data","","Create notebook with invalid data","  Create, read, update and delete notebooks with invalid data"
"passed","Tue Nov 07 12:52:47 GMT 2023","Tue Nov 07 12:52:50 GMT 2023","2659","","Notebook database feature","","Create notebook and check is present inside the database","","Create notebook and check is present inside the database","  Create, read, update and delete notebooks and check database"
"passed","Tue Nov 07 12:52:49 GMT 2023","Tue Nov 07 12:52:49 GMT 2023","196","","CRUD notebook feature","","Update existing notebook with id 2","","Update existing notebook with id 2","  Create, read, update and delete notebooks"
"passed","Tue Nov 07 12:52:47 GMT 2023","Tue Nov 07 12:52:49 GMT 2023","1541","","CRUD notebook feature [ERROR cases]","","Create notebooks with same name","","Create notebooks with same name","  Create, read, update and delete notebooks with invalid data"
